"","Body_type","number_of_seats","length_mm","curb_weight_kg","maximum_torque_n_m","injection_type","cylinder_layout","number_of_cylinders","compression_ratio","engine_type","valves_per_cylinder","boost_type","engine_placement","engine_hp","drive_wheels","number_of_gears","transmission","fuel_grade","Fuel_Economy"
"15877",5,"7","5131","Other","461",41,53,8,9,16,2,9,9,320,31,4,35,"92, Ethanol",20
"15878",10,"7","4435","Other","180",41,54,4,9,16,2,9,9,114,29,5,36,"92",11.7
"15895",5,"5","4195","1450","250",45,54,4,9,17,2,167,9,107,32,5,36,"diesel",7.7
"15896",5,"5","4195","1475","216",45,54,4,9,17,2,167,9,86,32,5,36,"diesel",9.4
"15905",5,"5","4215","1430","174",41,54,4,9,16,4,9,9,126,32,5,36,"92",9.3
"15913",5,"5","4248","1380","200",41,54,4,9,16,4,167,9,140,31,6,36,"95",6.4
"15914",5,"5","4248","1290","155",41,54,4,9,16,4,9,9,115,30,5,36,"95",6.5
"15915",5,"5","4248","1395","300",45,54,4,9,17,4,167,9,130,30,6,35,"diesel",5.3
"15916",5,"5","4248","1383","300",45,54,4,9,17,4,167,9,130,30,6,36,"diesel",4.5
"15917",5,"5","4248","1429","300",45,54,4,9,17,4,167,9,130,31,6,36,"diesel",4.9
"15918",5,"5","4248","1382","178",41,54,4,9,16,4,9,9,140,31,6,35,"95",7.9
"15919",5,"5","4248","1285","178",41,54,4,9,16,4,9,9,140,30,5,36,"95",7.1
"15920",5,"7","5279","2165","373",41,54,6,9,16,4,9,9,275,29,4,35,"95",13.8
"15921",5,"7","5279","2165","375",41,54,6,9,16,4,9,9,291,29,4,35,"95",13.8
"15922",5,"7","5279","2247","373",41,54,6,9,16,4,9,9,275,31,4,35,"95",13.8
"15923",5,"7","5279","2247","375",41,54,6,9,16,4,9,9,291,31,4,35,"95",13.8
"15924",5,"7","5279","2187","441",41,53,8,9,16,2,9,9,290,29,4,35,"95",13.8
"15925",5,"7","5279","2187","447",41,53,8,9,16,2,9,9,300,29,4,35,"95",13.84
"15926",5,"7","5279","2303","441",41,53,8,9,16,2,9,9,290,31,4,35,"95",14.7
"15927",5,"7","5279","2271","447",41,53,8,9,16,2,9,9,300,31,4,35,"95",14.7
"15928",5,"5","4872","2004","375",41,54,6,9,16,4,9,9,291,29,4,35,"95",13.1
"15929",5,"5","4872","2084","375",41,54,6,9,16,4,9,9,291,31,4,35,"95",13.1
"15930",5,"5","4872","2015","447",41,53,8,9,16,2,9,9,300,31,4,35,"95",14.7
"15931",5,"5","4872","2064","542",41,53,8,9,16,2,9,9,395,29,4,35,"98",14
"15932",5,"5","4872","2064","542",41,53,8,9,16,2,9,9,395,31,4,35,"98",14
"15933",5,"7","4878","2091","470",45,54,4,9,17,4,167,9,180,31,6,35,"diesel",9.8
"15934",5,"7","4878","2091","440",45,54,4,9,17,4,167,9,180,31,5,36,"diesel",8.8
"15935",5,"7","4878","2035","329",41,53,6,9,16,4,9,9,239,31,6,35,"95",11.9
"15936",10,"7","5114","1849","275",41,53,6,9,16,2,9,9,186,30,4,35,"80",11.4
"15937",10,"7","5114","1849","282",41,53,6,9,16,2,9,9,187,30,4,35,"80",11.4
"15938",10,"7","5114","1849","282",41,53,6,9,16,2,9,9,188,30,5,35,"80",11.7
"15939",10,"7","5114","1953","282",41,53,6,9,16,2,9,9,188,32,5,35,"80",12.8
"15940",5,"7, 8","5207","Other","361",44,53,6,9,16,4,9,9,281,30,6,35,"95",13.2
"15942",5,"7, 8","5207","Other","361",44,53,6,9,16,4,9,9,281,31,6,35,"95",14.2
"15943",5,"7","5207","Other","366",44,53,6,9,16,4,9,9,288,31,6,35,"95",13.2
"15944",5,"7","5174","Other","361",44,53,6,9,16,4,9,9,281,30,6,35,"95",13.2
"15945",5,"7","5174","2138","366",44,53,6,9,16,4,9,9,288,30,6,35,"95",13.2
"15946",5,"7","5174","Other","361",44,53,6,9,16,4,9,9,281,31,6,35,"95",14.2
"15947",5,"7","5174","2248","366",44,53,6,9,16,4,9,9,288,31,5,35,"95",14.4
"15951",5,"7","5189","Other","360",44,53,6,9,16,4,9,9,318,31,9,35,"95",7.8
"15952",10,"7","5191","2090","289",41,53,6,9,16,2,9,9,196,31,4,35,"92",11.7
"15953",10,"7","5191","2090","298",41,53,6,9,16,2,9,9,200,31,4,35,"92",11.9
"15954",10,"7","5191","1730","298",41,53,6,9,16,2,9,9,200,30,4,35,"92",11.3
"15955",10,"7","5191","1730","293",41,53,6,9,16,2,9,9,201,30,4,35,"92",11.2
"15956",10,"7","5191","2028","332",41,53,6,9,16,2,9,9,240,30,4,35,"92, Ethanol",11.2
"15957",10,"7","4851","1853","332",41,53,6,9,16,2,9,9,240,30,4,35,"92, Ethanol",11.2
"15958",10,"7","5191","2028","332",41,53,6,9,16,2,9,9,240,30,4,35,"92",11.2
"15959",10,"7","4851","1853","332",41,53,6,9,16,2,9,9,240,30,4,35,"92",11.2
"15960",11,"2","4514","1130","170",45,54,4,9,17,4,167,9,75,30,5,36,"diesel",5.5
"15961",11,"2","4514","1087","120",41,54,4,9,16,2,9,9,92,30,5,36,"95",7.2
"15962",11,"2","4514","1117","161",41,54,4,9,16,2,9,9,103,30,5,36,"95",8.1
"16141",6,"5","4281","1223","192",41,54,4,9,16,2,9,9,128,30,5,36,"92",12.8
"16361",10,"7","4747","1665","278",41,53,6,9,16,2,9,9,180,30,4,35,"80",12.6
"16362",10,"7","4747","1680","282",41,53,6,9,16,2,9,9,188,30,4,35,"92",11.7
"16366",10,"7","4747","1680","284",41,53,6,9,16,3,9,9,188,31,4,35,"92",12.8
"16368",4,"5","4252","1235","170",41,54,4,9,16,4,9,9,125,30,5,36,"95, 92",7.9
"16369",10,"5","4350","1347","142",42,54,4,9,16,4,9,9,104,30,5,36,"92",8.3
"16370",10,"5","4350","1347","145",42,54,4,9,16,4,9,9,107,30,5,36,"92",8
"16371",10,"5","4350","1396","176",42,54,4,9,16,4,9,9,121,30,4,35,"95, 92",10.8
"16372",10,"5","4350","1396","178",42,54,4,9,16,4,9,9,122,30,4,35,"95, 92",9.3
"16373",10,"5","4350","1381","176",42,54,4,9,16,4,9,9,121,30,5,36,"95, 92",9
"16374",10,"5","4350","1381","178",42,54,4,9,16,4,9,9,122,30,5,36,"92",8.6
"16376",10,"7","4317","1375","170",41,54,4,9,16,2,9,9,116,30,5,36,"92",8.2
"16377",10,"7","4317","1375","188",41,54,4,9,16,4,9,9,136,30,5,36,"92",9
"16378",10,"7","4334","1435","180",41,54,4,9,20,2,9,9,121,30,4,35,"92, Ethanol",9.4
"16379",10,"7","4317","1435","192",41,54,4,9,20,2,9,9,128,30,4,35,"92, Ethanol",13.5
"16380",10,"7","4334","1405","180",41,54,4,9,20,2,9,9,121,30,5,36,"92, Ethanol",8.7
"16381",10,"7","4317","1405","192",41,54,4,9,20,2,9,9,128,30,5,36,"92, Ethanol",12.3
"16382",10,"5","4334","1360","185",41,54,4,9,20,2,9,9,133,30,4,35,"95, Ethanol",9
"16383",10,"5","4334","1360","193",41,54,4,9,20,2,9,9,140,30,5,35,"95, Ethanol",13.2
"16384",10,"5","4334","1330","185",41,54,4,9,20,2,9,9,133,30,5,36,"95, Ethanol",8.8
"16385",10,"5","4334","1330","193",41,54,4,9,20,2,9,9,140,30,5,36,"95, Ethanol",12.7
"16391",4,"5","5015","1774","257",42,53,6,9,16,4,9,9,193,29,4,35,"95",10.5
"16392",4,"5","5015","1789","340",42,53,6,9,16,4,9,9,249,29,5,35,"95",11
"16393",4,"5","4999","1860","525",42,53,8,9,16,2,9,9,340,29,5,35,"95",12.5
"16394",4,"5","4999","1969","525",42,53,8,9,16,2,9,9,340,32,5,35,"95",13.2
"16395",4,"5","5015","2040","569",42,53,8,9,16,2,9,9,425,29,5,35,"95",14
"16396",8,"5","4999","1725","258",42,53,6,9,16,4,9,9,193,29,4,35,"95",11.2
"16397",8,"5","5015","1875","510",42,53,6,9,17,4,9,9,218,29,5,35,"diesel",8.4
"16398",8,"5","4999","1746","250",42,53,6,9,16,4,9,9,249,29,4,35,"95",11.3
"16399",8,"5","4999","1902","250",42,53,6,9,16,4,9,9,249,32,5,35,"95",11.3
"16400",8,"5","4999","1860","525",42,53,8,9,16,2,9,9,340,29,5,35,"95",12.5
"16401",8,"5","4999","1969","525",42,53,8,9,16,2,9,9,340,32,5,35,"95",13.2
"16402",8,"5","5015","1965","569",42,53,8,9,16,2,9,9,431,29,5,35,"95",14.8
"16403",4,"5","5015","1840","510",45,53,6,9,17,4,167,9,239,29,5,35,"diesel",7.2
"16404",4,"5","5066","1828","340",41,53,6,9,16,4,9,9,286,29,8,35,"95",9.7
"16405",4,"5","4999","1888","569",41,53,8,9,16,2,9,9,425,29,5,35,"95",12.8
"16410",4,"5","5000","1610","258",42,53,6,9,16,4,9,9,203,30,4,35,"95",10
"16411",4,"5","5000","1630","340",42,53,6,9,16,4,9,9,252,30,4,35,"92",11.5
"16418",4,"5","5152","1531","300",42,53,6,9,16,4,9,9,217,30,4,35,"95",11.3
"16426",1,"2","4060","1440","310",41,53,6,9,16,3,9,9,215,29,5,35,"92",10.1
"16428",1,"2","4060","1440","310",41,53,6,9,16,3,9,9,215,29,6,36,"92",10
"16429",2,"2","4059","1388","310",41,53,6,9,16,3,9,9,215,29,6,35,"92",10.4
"16431",2,"2","4059","1388","310",41,53,6,9,16,3,9,9,215,29,6,36,"92",10.4
"16475",4,"5","5175","1552","258",42,53,6,9,16,4,9,9,200,30,4,35,"92",9.8
"16536",1,"4","4694","1375","284",41,54,4,9,16,2,167,9,155,30,3,35,"95",10
"16537",1,"4","4694","1375","284",41,54,4,9,16,2,167,9,155,30,5,36,"95",10
"16538",1,"4","4696","1565","233",41,53,6,9,16,2,9,9,136,30,4,35,"95",9.8
"16539",1,"4","4694","1447","232",41,53,6,9,16,2,9,9,143,30,4,35,"92",8.9
"16540",1,"4","4696","1565","233",41,53,6,9,16,2,9,9,136,30,5,36,"95",9.8
"16541",1,"4","4694","1447","232",41,53,6,9,16,2,9,9,143,30,5,36,"92",8.9
"16543",2,"5","4695","1375","284",41,54,4,9,16,2,167,9,155,30,4,35,"95",10.3
"16544",2,"5","4695","1375","284",41,54,4,9,16,2,167,9,155,30,5,36,"95",7.2
"16545",2,"5","4695","1370","233",41,53,6,9,16,2,9,9,136,30,4,35,"95",8.4
"16546",2,"5","4695","1370","232",41,53,6,9,16,2,9,9,143,30,4,35,"95",8.4
"16547",2,"5","4695","1370","233",41,53,6,9,16,2,9,9,136,30,5,36,"95",8.4
"16548",2,"5","4695","1370","232",41,53,6,9,16,2,9,9,143,30,5,36,"95",8.4
"16550",4,"5","4640","1315","244",41,54,4,9,16,2,9,9,152,30,3,35,"92",9
"16551",4,"5","4640","1315","244",41,54,4,9,16,2,9,9,152,30,5,36,"92",9
"16552",4,"5","4640","1330","232",41,53,6,9,16,2,9,9,143,30,4,35,"92",9.1
"16558",4,"5","5275","1620","346",42,53,6,9,16,4,9,9,257,30,4,35,"95",10.1
"16567",4,"5","4390","1200","157",41,54,4,9,16,4,9,9,115,30,5,36,"95",7.4
"16568",4,"5","4390","1250","177",41,54,4,9,16,4,9,9,133,30,4,35,"95",8
"16569",4,"5","4390","1250","177",41,54,4,9,16,4,9,9,133,30,5,36,"95",8
"16611",1,"4","4288","1410","220",41,54,4,9,16,4,9,9,152,30,4,35,"92",8.7
"16612",1,"4","4288","1410","220",41,54,4,9,16,4,9,9,152,30,5,36,"92",8.7
"16613",1,"4","4288","1450","332",41,54,4,9,16,4,167,9,220,30,5,36,"92",10.2
"16614",6,"5","4288","1370","157",41,54,4,9,16,4,9,9,115,30,5,36,"95",8
"16615",6,"5","4288","1460","188",41,54,4,9,16,4,9,9,136,30,4,35,"92",8.9
"16616",6,"5","4288","1425","188",41,54,4,9,16,4,9,9,141,30,4,35,"92",8.9
"16617",6,"5","4288","1460","188",41,54,4,9,16,4,9,9,136,30,5,36,"92",8.9
"16618",6,"5","4288","1425","188",41,54,4,9,16,4,9,9,141,30,5,36,"92",8.9
"16619",6,"5","4288","1540","300",45,54,4,9,17,4,9,9,121,30,4,35,"diesel",6.9
"16620",6,"5","4288","1540","300",45,54,4,9,17,4,9,9,121,30,5,36,"diesel",6.9
"16621",6,"5","4288","1410","220",41,54,4,9,16,4,9,9,152,30,4,35,"95",8.7
"16622",6,"5","4288","1585","214",41,54,4,9,16,4,9,9,143,30,4,36,"92",10.8
"16623",6,"5","4288","1410","220",41,54,4,9,16,4,9,9,152,30,5,36,"92",8.7
"16624",6,"5","4288","1450","332",41,54,4,9,16,4,167,9,220,30,5,36,"92",10.2
"16625",1,"4","4290","1500","188",41,54,4,9,16,4,9,9,136,30,5,36,"92",8
"16626",1,"4","4288","1535","214",41,54,4,9,16,4,9,9,143,30,4,35,"92",10.3
"16627",1,"4","4288","1535","214",41,54,4,9,16,4,9,9,143,30,5,36,"92",9.1
"16628",1,"4","4288","1600","332",41,54,4,9,16,4,167,9,223,30,5,36,"92",10.3
"16629",6,"5","4288","1441","157",41,54,4,9,16,4,9,9,116,30,5,36,"92",7.7
"16630",6,"5","4288","1515","300",45,54,4,9,17,4,167,9,150,30,5,36,"diesel",6.8
"16631",6,"5","4288","1585","214",41,54,4,9,16,4,9,9,143,30,4,35,"92",10.8
"16632",6,"5","4288","1585","214",41,54,4,9,16,4,9,9,143,30,5,36,"92",10.8
"16653",2,"5","4760","1450","230",42,53,6,9,16,4,9,9,166,30,4,35,"92",10.5
"16654",1,"5","4920","1540","188",41,53,6,9,16,4,9,9,141,30,5,36,"92",8.2
"16655",1,"5","4920","1540","226",41,53,6,9,16,4,9,9,152,30,4,35,"92",8.1
"16656",1,"5","4920","Other","256",41,53,6,9,16,4,9,9,203,30,4,35,"92",10.7
"16661",4,"5","4845","1540","188",41,53,6,9,16,4,9,9,141,30,5,35,"92",9.4
"16662",4,"5","4845","1540","188",41,53,6,9,16,4,9,9,141,30,5,36,"92",8.3
"16663",4,"5","4845","1490","226",41,53,6,9,16,4,9,9,152,30,4,35,"92",8.1
"16664",4,"5","4845","Other","256",41,53,6,9,16,4,9,9,203,30,4,35,"92",10.7
"16665",1,"4","4850","1540","190",41,54,4,9,16,4,9,9,156,30,4,35,"92",8.2
"16666",1,"4","4850","1540","190",41,54,4,9,16,4,9,9,156,30,4,36,"92",8.2
"16667",1,"4","4850","1540","222",41,54,4,9,16,4,9,9,172,30,4,35,"92",8.2
"16668",1,"4","4850","1540","222",41,54,4,9,16,4,9,9,172,30,6,36,"92",8.2
"16669",1,"4","4920","1585","256",41,53,6,9,16,4,9,9,188,30,4,35,"92",10
"16670",1,"4","4920","1500","339",41,54,4,9,16,4,9,9,235,30,4,35,"92",9.6
"16674",4,"5","4850","1560","222",41,54,4,9,16,4,9,9,172,30,6,35,"92",8
"16675",4,"5","4850","1615","256",41,53,6,9,16,4,9,9,188,30,6,35,"92",9.9
"16676",4,"5","4850","1615","256",41,53,6,9,16,4,9,9,188,30,6,36,"92",9.9
"16702",10,"7","5070","1792","275",42,53,6,9,16,2,9,9,158,30,4,35,"95",11.8
"16703",10,"7","5070","1669","308",42,53,6,9,16,2,9,9,166,30,4,35,"92",11.8
"16708",10,"7","5144","2100","305",42,53,6,9,16,2,9,9,197,30,6,35,"92",12.3
"16710",4,"5","5120","1518","245",48,53,6,9,16,2,9,9,161,30,4,35,"95",10.3
"16712",4,"5","5121","Other","300",41,53,6,9,16,4,9,9,214,30,4,35,"92",11.3
"16745",10,"7","5070","1770","229",41,54,4,9,16,4,9,9,148,30,5,36,"92",10.4
"16746",10,"7","5070","1870","262",44,54,4,9,17,2,9,9,114,30,5,36,"diesel",8.7
"16753",10,"7","5070","1875","275",41,53,6,9,16,2,9,9,156,30,4,35,"92",12.2
"16754",10,"7","5070","1875","275",41,53,6,9,16,2,9,9,156,31,4,35,"92",12.2
"16755",10,"7","5070","1640","325",41,53,6,9,16,2,9,9,176,31,4,35,"92",12.3
"16797",10,"7","5143","2100","360",42,54,4,9,17,4,167,9,163,30,6,35,"diesel",9.3
"16801",10,"7","5143","2085","305",42,53,6,9,16,2,9,9,193,30,6,35,"95",12.7
"16802",10,"7","5175","2016","344",41,53,6,9,16,4,9,9,283,30,6,35,"95",10.8
"16825",6,"5","3525","690","74",41,54,4,9,16,2,9,9,45,30,4,36,"95",5
"16826",6,"5","3525","705","73",48,54,4,9,16,2,9,9,50,30,5,36,"95",6.4
"16827",6,"5","3525","691","88",48,54,4,9,16,2,9,9,60,30,5,36,"95",6
"16828",6,"5","3525","735","113",43,54,4,9,16,2,9,9,95,30,5,36,"95",7.7
"16829",6,"5","3517","820","116",48,54,4,9,16,2,9,9,75,31,5,36,"95",7.5
"16830",6,"5","3525","720","82",44,54,4,9,17,2,9,9,50,30,5,36,"diesel",4
"16831",6,"5","3525","735","84",44,54,4,9,17,2,9,9,52,30,5,36,"diesel",4.5
"16832",6,"5","3515","795","120",41,54,4,9,16,2,9,9,95,30,5,36,"95",7.1
"16833",6,"5","3525","695","111",43,54,4,9,16,2,9,9,67,30,5,36,"95",6
"16834",6,"5","3517","700","111",48,54,4,9,16,2,9,9,75,30,5,36,"95",6
"16835",6,"5","3517","730","116",43,54,4,9,16,2,9,9,85,30,5,36,"95",6
"16836",6,"5","3525","790","95",44,54,4,9,17,2,9,9,54,30,5,36,"diesel",4
"16838",10,"5","4108","1125","120",41,54,4,9,16,2,9,9,75,30,5,36,"95",7.1
"16844",10,"5","4108","1280","205",41,54,4,9,17,2,167,9,90,30,5,36,"diesel",5.8
"16845",10,"5","4137","1197","120",42,54,4,9,16,4,9,9,75,30,5,36,"95",7.4
"16846",10,"5","4137","1197","175",45,54,4,9,17,4,167,9,75,30,5,36,"diesel",5.4
"16847",10,"5","4137","1197","215",45,54,4,9,17,2,167,9,90,30,5,36,"diesel",5.4
"16848",10,"5","4137","1197","147",42,54,4,9,16,4,9,9,110,30,5,36,"95",7.4
"16849",10,"5","4137","1197","175",45,54,4,9,17,2,9,9,69,30,5,36,"diesel",6.9
"16850",10,"5","4137","1197","205",45,54,4,9,17,2,167,9,90,30,5,36,"diesel",5.8
"16852",10,"5","4380","1397","240",45,54,4,9,17,4,167,9,110,30,5,36,"diesel",5.6
"16853",10,"5","4380","1397","185",45,54,4,9,17,4,167,9,75,30,5,36,"diesel",5.7
"16854",10,"5","4380","1397","215",45,54,4,9,17,4,167,9,92,30,5,36,"diesel",5.7
"16855",10,"5","4380","1397","147",42,54,4,9,16,4,9,9,110,30,5,36,"95",8.2
"16856",10,"5","4380","1405","160",41,54,4,9,16,4,9,9,120,30,5,36,"95",7.3
"16857",10,"5","4380","1397","132",42,54,4,9,16,4,9,9,90,30,5,36,"95",8.2
"16858",10,"5","4380","1397","152",42,54,4,9,16,4,9,9,98,30,5,36,"95",7.1
"16859",10,"5","4380","1479","215",44,54,4,9,17,2,167,9,90,30,6,37,"diesel",4.6
"16860",10,"5","4380","1479","215",45,54,4,9,17,2,167,9,90,30,5,36,"diesel",5.7
"16861",10,"5","4380","1400","147",41,54,4,9,16,4,9,9,110,30,5,36,"95",8.4
"16862",10,"5","4380","1405","160",41,54,4,9,16,4,9,9,120,30,5,36,"95",7.3
"16863",10,"5","4380","1430","230",45,54,4,9,17,2,167,9,92,30,6,37,"diesel",4.4
"16864",10,"5","4380","1479","215",45,54,4,9,17,2,167,9,90,30,5,36,"diesel",5.7
"16865",10,"5","4380","1400","147",41,54,4,9,16,4,9,9,110,30,5,36,"95",8.4
"16866",10,"5","4380","1355","132",41,54,4,9,16,4,9,9,90,30,5,36,"95",8.2
"16867",10,"5","4380","1355","152",41,54,4,9,16,4,9,9,95,30,5,36,"95",7.1
"16868",10,"5","4380","1405","160",41,54,4,9,16,4,9,9,120,30,5,36,"95",7.3
"16874",10,"5","4403","1356","205",44,54,3,9,16,4,167,9,110,30,6,36,"95",5.5
"16875",10,"5","4753","1430","205",44,54,3,9,16,4,167,9,110,30,6,36,"95",5.5
"16876",10,"5","4403","1356","300",45,54,4,9,17,4,167,9,130,30,8,35,"diesel",4.3
"16877",10,"5","4753","1520","300",45,54,4,9,17,4,167,9,130,30,8,35,"diesel",4.4
"16878",10,"5","4403","1398","250",45,54,4,9,17,4,167,9,102,30,5,36,"diesel",4.3
"16879",10,"5","4403","1430","300",45,54,4,9,17,4,167,9,130,30,6,36,"diesel",4.3
"16880",10,"5","4403","1398","230",45,54,4,9,17,4,167,9,76,30,5,36,"diesel",4.1
"16881",10,"5","4753","1481","250",45,54,4,9,17,4,167,9,102,30,5,36,"diesel",4.3
"16882",10,"5","4753","1506","300",45,54,4,9,17,4,167,9,130,30,6,36,"diesel",4.4
"16901",5,"5","4646","1540","199",42,54,4,9,16,4,9,9,147,30,5,36,"95",8.1
"16903",5,"5","4646","1650","232",42,54,4,9,16,4,9,9,170,31,5,36,"95",9.4
"16904",4,"5","4427","980","110",41,54,3,9,16,4,9,9,72,30,5,37,"92",5.1
"16905",4,"5","4427","1055","110",41,54,3,9,16,4,9,9,72,30,5,36,"95",5.3
"16906",4,"5","4427","1090","230",44,54,4,9,17,4,167,9,92,30,5,36,"diesel",4.5
"16907",4,"5","4427","1165","150",41,54,4,9,16,4,9,9,115,30,4,35,"95",7.3
"16908",4,"5","4427","1165","150",41,54,4,9,16,4,9,9,115,30,5,36,"95",6.5
"16909",4,"5","4427","980","118",41,54,3,9,16,4,9,9,82,30,5,36,"95",4.8
"16910",4,"5","4427","1090","254",45,54,4,9,17,2,167,9,99,30,5,36,"diesel",3.8
"16911",4,"5","4427","1090","150",41,54,4,9,16,4,9,9,115,30,6,35,"95",7.3
"16912",4,"5","4427","1090","150",41,54,4,9,16,4,9,9,115,30,5,36,"95",6.5
"16916",6,"4","3435","820","93",42,54,3,9,16,4,9,9,68,30,5,36,"95",4.6
"16918",6,"4","3435","880","130",45,54,4,9,17,2,167,9,54,30,5,36,"diesel",4
"16920",6,"4","3435","820","93",41,54,3,9,16,4,9,9,68,30,5,36,"95",4.6
"16922",6,"4","3435","830","130",45,54,4,9,17,2,167,9,54,30,5,36,"diesel",4.1
"16923",6,"4","3435","825","93",41,54,3,9,16,4,9,9,68,30,5,37,"95",4.6
"16924",6,"4","3435","790","93",41,54,3,9,16,4,9,9,68,30,5,36,"95",4.5
"16925",6,"4","3435","835","93",41,54,3,9,16,4,9,9,68,30,5,37,"95",4.6
"16926",6,"4","3435","830","93",41,54,3,9,16,4,9,9,68,30,5,36,"95",4.5
"16927",6,"4","3435","790","93",41,54,3,9,16,4,9,9,68,30,5,37,"95",4.6
"16928",6,"4","3435","790","93",41,54,3,9,16,4,9,9,68,30,5,36,"95",4.5
"16929",6,"4","3435","880","130",41,54,3,9,16,4,9,9,54,30,5,36,"95",4.1
"16930",6,"4","3435","835","93",41,54,3,9,16,4,9,9,68,30,5,37,"95",4.6
"16931",6,"4","3435","800","93",41,54,3,9,16,4,9,9,68,30,5,36,"95",4.5
"16932",6,"4","3435","890","130",41,54,4,9,17,2,167,9,54,30,5,36,"diesel",4.1
"16933",6,"4","3466","935","95",41,54,3,9,16,4,9,9,69,30,5,37,"95",4.2
"16934",6,"4","3466","915","95",41,54,3,9,16,4,9,9,69,30,5,36,"95",4.1
"16935",6,"4","3466","940","118",41,54,3,9,16,4,9,9,82,30,5,36,"95",4.3
"16936",6,"4","3466","935","95",41,54,3,9,16,4,9,9,69,30,5,37,"95",4.2
"16937",6,"4","3466","915","95",41,54,3,9,16,4,9,9,69,30,5,36,"95",4.1
"16938",6,"4","3466","940","118",41,54,3,9,16,4,9,9,82,30,5,36,"95",4.3
"16939",6,"4","3666","935","94",41,54,4,9,16,2,9,9,60,30,5,36,"95",5.8
"16940",6,"4","3666","1003","160",45,54,4,9,17,4,167,9,68,30,5,36,"diesel",4.2
"16941",6,"4","3666","1003","160",45,54,4,9,17,4,167,9,68,30,5,37,"diesel",4.2
"16942",6,"4","3666","992","118",41,54,4,9,16,4,9,9,73,30,5,36,"95",5.8
"16943",6,"4","3666","992","118",41,54,4,9,16,4,9,9,73,30,5,37,"95",5.8
"16944",6,"4","3666","1035","133",41,54,4,9,16,4,9,9,88,30,5,37,"95",5.6
"16945",6,"4","3666","1122","260",45,54,4,9,17,4,167,9,109,30,5,36,"diesel",3.7
"16946",6,"4","3666","1122","260",45,54,4,9,17,4,167,9,109,30,5,37,"diesel",3.7
"16947",6,"4","3666","1045","143",41,54,4,9,16,4,9,9,122,30,5,36,"95",6.9
"16948",6,"4","3666","1055","147",41,54,4,9,16,4,9,9,109,30,5,37,"95",6.3
"16949",6,"5","3666","956","94",41,54,4,9,16,2,9,9,61,30,5,36,"95",5.8
"16950",6,"5","3666","1003","160",45,54,4,9,17,2,167,9,70,30,5,36,"diesel",4.3
"16951",6,"5","3666","1003","160",45,54,4,9,17,2,167,9,70,30,5,37,"diesel",4.3
"16952",6,"5","3666","990","118",41,54,4,9,16,2,9,9,75,30,5,36,"95",6
"16953",6,"5","3666","990","118",41,54,4,9,16,2,9,9,75,30,5,37,"95",6
"16954",6,"5","3666","1013","133",41,54,4,9,16,4,9,9,90,30,5,37,"95",5.6
"16955",6,"5","3666","1185","245",45,54,4,9,17,4,167,9,110,30,5,36,"diesel",4.4
"16956",6,"5","3666","1084","143",41,54,4,9,16,4,9,9,125,30,5,36,"95",6.9
"16957",6,"5","3666","1071","147",41,54,4,9,16,4,9,9,110,30,5,37,"95",6.3
"16958",6,"5","3850","950","94",42,54,4,9,16,2,9,9,60,30,5,36,"95",6
"16959",6,"5","3860","1057","133",42,54,4,9,16,4,9,9,90,30,5,37,"95",6
"16960",6,"5","3850","1045","133",42,54,4,9,16,4,9,9,90,30,5,35,"95",6
"16961",6,"5","3850","1022","150",42,54,4,9,17,2,167,9,70,30,5,36,"diesel",4
"16962",6,"5","3850","1022","200",42,54,4,9,17,4,167,9,92,30,5,36,"diesel",4
"16963",6,"5","3860","1014","118",42,54,4,9,16,4,9,9,75,30,5,36,"95",6.1
"16964",6,"5","3860","1088","147",42,54,4,9,16,4,9,9,110,30,5,37,"95",6.2
"16967",6,"5","3850","1060","147",42,54,4,9,16,4,9,9,110,30,5,36,"95",6
"16968",9,"5","3850","910","94",46,56,4,96,18,2,171,175,61,30,5,36,"95",6
"16969",9,"5","3850","Other","150",9,56,4,79,19,2,170,9,70,30,5,37,"diesel",4.3
"16970",9,"5","3850","1045","133",46,56,4,100,18,4,171,175,90,30,5,37,"95",6
"16972",9,"5","3850","970","118",46,56,4,100,18,2,171,175,75,30,4,35,"95",7.1
"16973",9,"5","3850","952","150",9,56,4,108,19,2,170,175,70,30,5,36,"diesel",4.2
"16974",9,"5","3850","935","118",46,56,4,100,18,2,171,175,75,30,5,36,"95",6.7
"16975",9,"5","3850","1032","133",46,56,4,100,18,4,171,9,90,30,5,36,"95",6
"16976",9,"5","3850","1002","200",9,56,4,108,19,4,170,175,92,30,5,36,"diesel",4.3
"16977",9,"5","3850","990","147",46,56,4,86,18,4,171,175,110,30,5,37,"95",6.2
"16978",9,"5","3850","1108","147",46,56,4,86,18,4,171,9,110,30,4,35,"95",7
"16979",9,"5","3850","990","147",46,56,4,86,18,4,171,175,110,30,5,36,"95",6.5
"16980",1,"4","3860","1085","94",41,54,4,9,16,2,9,9,60,30,5,36,"95",6
"16982",1,"4","3934","1128","118",42,54,4,9,16,2,9,9,75,30,5,36,"95",6
"16983",1,"4","3934","1175","147",42,54,4,9,16,4,9,9,110,30,5,37,"95",6.6
"16984",1,"4","3934","1175","147",42,54,4,9,16,4,9,9,110,30,5,36,"95",6.7
"16985",9,"4","3934","1085","94",46,56,4,96,18,2,171,175,60,30,5,36,"95",6
"16987",9,"4","3934","1260","150",9,56,4,108,19,2,170,175,70,30,5,36,"diesel",4.5
