"","Body_type","number_of_seats","length_mm","curb_weight_kg","maximum_torque_n_m","injection_type","cylinder_layout","number_of_cylinders","compression_ratio","engine_type","valves_per_cylinder","boost_type","engine_placement","engine_hp","drive_wheels","number_of_gears","transmission","fuel_grade","Fuel_Economy"
"29833",1,"4","4760","1815","541",41,53,8,9,16,4,172,9,395,29,6,35,"95",12.5
"29834",2,"4","4760","1715","541",41,53,8,9,16,4,172,9,395,29,6,36,"95",12.5
"29837",1,"4","4794","1696","515",44,53,8,9,16,4,9,9,385,29,6,35,"95",11.2
"29838",2,"4","4794","1660","515",44,53,8,9,16,4,9,9,385,29,6,35,"95",11.2
"29839",1,"4","4794","1800","625",44,53,8,9,16,4,172,9,510,29,6,35,"95",12.3
"29840",2,"4","4794","1753","625",44,53,8,9,16,4,172,9,510,29,6,35,"95",12.3
"29841",1,"4","4794","1800","680",44,53,8,9,16,4,172,9,550,29,6,35,"98",12.3
"29842",2,"4","4804","1753","680",44,53,8,9,16,4,172,9,550,29,6,35,"98",12.3
"29843",1,"4","4794","1660","515",41,53,8,9,16,4,9,9,385,29,6,35,"95",11.2
"29844",2,"4","4794","1660","515",41,53,8,9,16,4,9,9,385,29,6,35,"95",11.2
"29845",1,"4","4794","1800","625",44,53,8,9,16,4,172,9,510,29,6,35,"98",12.3
"29846",2,"4","4794","1753","625",44,53,8,9,16,4,172,9,510,29,6,35,"98",12.3
"29869",9,"4","4760","1815","541",41,53,8,121,16,4,172,176,395,29,6,35,"95",12.5
"29870",9,"4","4776","1735","541",41,53,8,121,16,4,172,176,395,29,6,35,"95",12.4
"29871",9,"4","4776","1715","541",41,53,8,121,16,4,172,9,395,29,6,36,"95",12.5
"29872",9,"4","4776","1815","541",41,53,8,121,16,4,172,176,395,29,6,35,"95",12.5
"29873",9,"4","4791","1665","560",41,53,8,121,16,4,172,176,416,29,6,35,"98",12.3
"29874",9,"4","4794","1800","625",47,53,8,77,18,4,172,176,510,29,6,35,"98",12.3
"29875",9,"4","4794","1753","625",47,53,8,77,18,4,172,176,510,29,6,35,"98",12.3
"29876",9,"5","4254","1351","203",46,56,4,104,18,2,171,176,127,29,3,35,"92",12.4
"29877",9,"5","4254","1565","300",9,56,4,116,19,2,170,176,116,33,5,36,"diesel",9.5
"29881",9,"5","4255","1375","203",46,56,4,104,18,2,171,176,127,29,3,35,"92",12.4
"29884",9,"5","4255","1465","198",46,56,4,121,18,2,171,176,118,33,5,36,"92",11.7
"29889",9,"5","4496","1725","215",46,56,4,102,18,4,171,176,147,33,6,36,"95",10.5
"29890",9,"5","4496","1675","215",46,56,4,102,18,4,171,176,150,33,5,36,"95",11
"29892",9,"5","4496","1845","360",9,56,4,92,19,4,170,176,150,33,4,35,"diesel",10.3
"29893",9,"5","4496","1960","400",9,56,4,9,19,4,170,176,163,33,5,35,"diesel",9.9
"29894",9,"5","4496","2150","400",9,56,4,9,19,4,170,176,163,33,6,36,"diesel",9.9
"29895",9,"5","4496","1770","307",46,53,6,9,18,2,171,176,210,33,4,35,"92",12.2
"29896",9,"5","4496","1770","307",46,53,6,9,18,2,171,176,204,33,6,36,"92",12.2
"29897",9,"5","4496","1770","307",46,53,6,121,18,2,171,176,210,33,5,36,"95",13
"29898",5,"5","4440","1730","224",42,54,4,9,16,4,9,9,147,31,5,36,"95",10.6
"29899",5,"5","4440","1866","312",42,54,4,9,17,2,167,9,143,31,5,36,"diesel",9
"29901",5,"5","4430","1845","360",42,54,4,9,17,4,167,9,150,31,5,35,"diesel",10.3
"29902",5,"5","4430","1770","307",42,53,6,9,16,2,9,9,210,31,4,35,"95",14
"29903",5,"5","4430","1770","307",42,53,6,9,16,2,9,9,210,31,5,36,"95",13
"29904",5,"5","4493","1989","460",45,54,4,9,17,4,167,9,200,31,5,35,"diesel",7.9
"29905",5,"5","4493","1935","314",44,53,6,9,16,2,9,9,205,31,4,35,"95",12.4
"29906",5,"5","4624","1953","350",45,54,4,9,17,4,167,9,170,32,9,35,"diesel",5.8
"29909",5,"5","4623","1738","229",41,54,4,9,16,4,9,9,177,30,9,35,"95",8.3
"29910",5,"5","4624","1842","229",41,54,4,9,16,4,9,9,177,32,9,35,"95",8.8
"29912",5,"5","4624","1892","315",41,53,6,9,16,4,9,9,272,32,9,35,"95",10
"29915",5,"5","4624","1658","229",41,54,4,9,16,4,9,9,177,30,9,35,"95",8.5
"29916",5,"5","4624","1793","229",41,54,4,9,16,4,9,9,177,32,9,35,"95",8.8
"29917",5,"5","4624","1658","315",41,53,6,9,16,4,9,9,272,30,9,35,"95",9.6
"29918",5,"5","4624","1793","315",41,53,6,9,16,4,9,9,272,32,9,35,"95",9.3
"29919",5,"5","4288","1305","305",42,54,6,9,16,2,9,9,190,29,5,36,"92",12
"29920",5,"5","4240","1456","180",44,54,4,9,17,2,167,9,87,32,5,36,"diesel",9.8
"29923",5,"5","4239","1450","201",42,54,4,9,16,2,9,9,122,32,5,36,"95",12.7
"29925",5,"5","4239","1540","262",44,54,4,9,17,2,167,9,116,32,5,36,"diesel",9.1
"29926",5,"5","4250","1535","301",42,53,6,9,16,2,9,9,178,32,4,35,"92",14
"29927",5,"5","4239","1420","296",42,54,6,9,16,2,9,9,185,32,5,36,"92",12.8
"29928",5,"5","4288","1381","305",42,54,6,9,16,2,9,9,190,32,5,36,"92",13.4
"29940",5,"7","4787","2245","510",45,53,6,9,17,4,9,9,218,31,5,35,"diesel",10.8
"29941",5,"7","4787","2080","319",42,53,6,9,16,2,9,9,213,29,5,35,"95",14.7
"29942",5,"7","4787","2170","319",42,53,6,9,16,2,9,9,213,31,5,35,"95",14.7
"29943",5,"7","4787","2235","410",42,53,8,9,16,2,9,9,231,29,5,35,"92",14.8
"29944",5,"7","4787","2235","410",42,53,8,9,16,2,9,9,231,31,5,35,"92",14.8
"29945",5,"7","4787","2230","445",42,53,8,9,16,2,9,9,303,31,5,35,"92",13.9
"29946",5,"7","4787","2345","509",42,53,8,9,16,2,9,9,334,29,5,35,"92",15.5
"29948",5,"7","4787","2318","500",42,53,8,9,16,2,9,9,326,31,5,35,"92",15.5
"29949",5,"7","4787","2361","408",42,53,8,9,16,2,9,9,330,31,5,35,"92",15.5
"29951",5,"5","4405","1685","310",42,54,4,9,17,4,9,9,140,31,6,36,"diesel",6.5
"29952",9,"5","4405","1535","310",9,56,4,79,19,4,170,175,140,30,6,36,"diesel",6.5
"29955",5,"5","4405","1660","220",42,54,4,9,16,4,9,9,170,31,5,36,"95",8.7
"29956",9,"5","4405","1465","220",46,56,4,65,18,4,171,175,170,30,5,36,"95",8.7
"29957",5,"5","4448","1651","220",41,54,4,9,16,4,9,9,170,31,6,35,"95",9
"29959",5,"5","4394","Other","250",41,54,4,9,16,4,167,9,170,31,9,35,"92",6.9
"29960",5,"5","4394","Other","230",41,54,4,9,16,4,167,9,140,30,6,36,"92",6.2
"29961",5,"5","4394","Other","320",45,54,4,9,17,4,9,9,120,30,6,36,"diesel",4.4
"29962",5,"5","4394","Other","320",45,54,4,9,17,4,9,9,140,31,9,35,"diesel",5.7
"29963",5,"5","4394","Other","320",45,54,4,9,17,4,9,9,140,31,6,36,"diesel",5.2
"29964",5,"5","4394","1542","229",41,54,4,9,16,4,9,9,150,31,9,35,"92",9.6
"29965",5,"5","4394","1644","237",41,54,4,9,16,4,9,9,175,31,9,35,"92",9.9
"29966",5,"5","4394","1648","237",41,54,4,9,16,4,9,9,182,31,9,35,"92",9.4
"29967",5,"5","4394","1509","237",41,54,4,9,16,4,9,9,182,31,6,36,"92",9.4
"29968",5,"5","4394","1444","237",41,54,4,9,16,4,9,9,182,30,6,35,"92",9.4
"29969",5,"5","4394","1444","237",41,54,4,9,16,4,9,9,182,30,6,36,"92",9
"29970",9,"5","5539","2137","353",46,53,6,97,18,4,171,176,285,33,8,35,"92",12.4
"29971",9,"5","5539","2141","353",46,53,6,97,18,4,171,176,285,33,6,36,"92",12.4
"29975",9,"5","4550","1735","285",46,56,6,107,18,2,171,176,180,33,4,35,"92",14
"29976",9,"5","4550","1680","290",46,56,6,107,18,2,171,176,184,33,4,35,"92",15
"29978",9,"5","4550","1915","388",46,53,8,121,18,2,171,176,211,33,4,35,"92",15
"29979",9,"5","4550","1850","375",46,53,8,121,18,2,171,176,215,33,4,35,"92",15.2
"29980",9,"5","4550","1792","387",46,53,8,121,18,2,171,176,220,33,4,35,"92",15.1
"29982",9,"5","4550","1913","468",46,53,8,131,18,2,171,176,249,33,4,35,"92",16.8
"29984",5,"5","4610","1865","400",45,54,5,9,17,4,167,9,163,31,5,35,"diesel",9.7
"29986",5,"5","4610","1760","305",41,54,6,9,16,2,9,9,190,31,4,35,"92",16
"29989",5,"5","4610","1920","425",41,53,8,9,16,2,9,9,258,31,5,35,"95",16.5
"29990",5,"5","4750","2310","510",45,53,6,9,17,4,167,9,215,31,5,35,"diesel",10.2
"29991",5,"5","4742","2310","510",45,53,6,9,17,4,167,9,218,31,5,35,"diesel",10.3
"29994",5,"5","4750","2300","410",41,53,8,9,16,2,9,9,231,31,5,35,"95",14.8
"29999",5,"5","4822","2347","550",44,53,6,9,17,4,167,9,241,31,5,35,"diesel",8.3
"30000",5,"5","4822","2266","347",44,53,6,9,16,4,9,9,286,31,5,35,"95",11
"30001",5,"5","4822","2382","520",41,53,8,9,16,2,9,9,352,31,6,35,"95",14.1
"30002",5,"5","4846","2418","630",41,53,8,9,16,2,9,9,468,31,5,35,"95",14.1
"30003",5,"5","4846","2418","624",41,53,8,9,16,4,9,9,468,31,8,35,"95",14
"30004",5,"5","4875","2266","295",41,53,6,9,16,4,9,9,238,31,8,35,"95",10.2
"30005",5,"5","4828","2403","570",45,53,6,9,17,4,167,9,247,31,8,35,"diesel",7.5
"30006",5,"5","4875","2266","347",41,53,6,9,16,4,9,9,286,31,8,35,"95",10.4
"30007",5,"5","4828","2266","520",41,53,8,9,16,2,9,9,347,31,8,35,"98",13
"30008",5,"5","4822","2382","520",41,53,8,9,16,2,9,9,352,31,8,35,"98",13
"30009",5,"5","4846","2531","868",41,53,8,9,16,2,172,9,710,31,8,35,"98",16.8
"30011",5,"5","4846","2418","624",41,53,8,9,16,2,9,9,468,31,8,35,"98",13.5
"30013",5,"5","4489","1735","285",42,54,6,9,16,2,9,9,180,31,4,35,"92",14
"30014",5,"5","4548","1602","305",42,54,6,9,16,2,9,9,190,29,4,35,"92",13
"30015",5,"5","4548","1667","305",42,54,6,9,16,2,9,9,190,32,4,35,"92",13
"30017",5,"5","4489","1850","375",42,53,8,9,16,2,9,9,215,31,4,35,"92",15
"30018",5,"5","4548","1792","410",41,53,8,9,16,2,9,9,230,31,4,35,"92",15
"30019",5,"5","4489","1835","400",41,53,8,9,16,2,9,9,211,31,4,35,"92",15
"30020",5,"5","4490","1935","454",42,53,8,9,16,2,9,9,241,31,4,35,"92",19.7
"30022",5,"5","4430","1630","226",41,53,6,9,16,2,9,9,156,29,5,36,"92",10.6
"30023",5,"5","4430","1715","226",41,53,6,9,16,2,9,9,156,31,5,36,"92",10.6
"30029",5,"5","4408","1490","220",44,54,4,9,16,4,9,9,170,31,5,36,"95",8.9
"30031",9,"5","4430","1715","215",46,56,4,102,18,4,171,176,150,33,5,36,"95",10.6
"30033",9,"5","4430","1953","400",9,56,4,92,19,4,170,176,163,33,5,35,"diesel",10.2
"30036",9,"5","4430","1860","400",9,56,4,92,19,4,170,176,177,33,6,36,"diesel",11.2
"30037",9,"5","4430","1800","318",46,53,6,121,18,2,171,176,213,29,4,35,"Other",14.6
"30038",9,"5","4430","1800","318",46,53,6,121,18,2,171,176,213,33,4,35,"Other",14.6
"30039",9,"5","4430","1785","318",46,53,6,121,18,2,171,176,213,29,6,36,"Other",13.1
"30040",9,"5","4430","1875","318",46,53,6,121,18,2,171,176,213,33,6,36,"Other",13.1
"30051",9,"5","4424","1570","310",9,56,4,9,19,4,170,175,140,33,6,36,"diesel",6.7
"30053",9,"5","4424","1610","320",9,56,4,82,19,4,170,175,163,33,6,36,"diesel",6.6
"30062",5,"5","4236","Other","230",41,54,4,9,16,4,167,9,140,30,6,37,"95",5.9
"30063",5,"5","4236","Other","250",41,54,4,9,16,4,172,9,175,31,9,35,"95",6.9
"30064",5,"5","4236","1395","230",41,54,4,9,16,4,167,9,140,30,6,36,"95",6
"30065",5,"5","4236","Other","206",41,54,4,9,16,4,167,9,160,30,6,36,"95",6
"30066",5,"5","4236","1465","320",45,54,4,9,17,4,167,9,120,30,6,36,"diesel",4.6
"30067",5,"5","4236","Other","152",41,54,4,9,16,4,9,9,110,30,5,36,"95",5.9
"30068",5,"5","4236","1605","350",45,54,4,9,17,4,167,9,140,31,9,35,"diesel",5.6
"30069",5,"5","4236","1610","350",45,54,4,9,17,4,167,9,170,31,9,35,"diesel",5.9
"30070",5,"5","4236","1505","350",45,54,4,9,17,4,167,9,140,31,6,36,"diesel",5.1
"30071",5,"5","4236","1650","232",41,54,4,9,16,4,9,9,175,31,9,35,"Gasoline",9.4
"30072",5,"5","4236","Other","232",41,54,4,9,16,4,9,9,184,31,9,35,"Gasoline",9.4
"30073",9,"5","4236","1320","190",47,56,3,65,18,4,170,175,120,30,6,36,"95",6
"30074",9,"5","4236","1320","270",47,56,4,65,18,4,170,175,150,30,6,35,"95",6.1
"30075",9,"5","4236","1430","270",47,56,4,65,18,4,170,175,180,33,9,35,"95",7.3
"30076",9,"5","4236","1380","230",46,56,4,77,18,4,170,175,140,30,6,37,"95",5.9
"30077",9,"5","4236","1470","250",46,56,4,9,18,4,172,175,170,33,9,35,"95",6.9
"30078",9,"5","4236","1395","230",46,56,4,9,18,4,172,175,140,30,6,36,"95",6
"30079",9,"5","4236","1430","320",9,56,4,87,19,4,170,175,120,30,6,37,"diesel",4.9
"30080",9,"5","4236","1430","320",9,56,4,87,19,4,170,175,120,30,6,36,"diesel",4.9
"30081",9,"5","4236","1540","350",9,56,4,87,19,4,170,175,140,33,9,35,"diesel",6.4
"30082",9,"5","4236","1660","350",9,56,4,87,19,4,170,175,170,33,9,35,"diesel",6.6
"30083",9,"5","4236","1540","350",9,56,4,87,19,4,170,175,140,33,6,36,"diesel",5.8
"30084",9,"5","4236","1650","232",46,56,4,65,18,4,171,175,175,33,9,35,"95",9.4
"30085",5,"4","4223","Other","410",45,54,4,9,17,4,167,9,200,31,6,36,"diesel",8
"30087",5,"4","4223","1752","315",44,53,6,9,16,2,9,9,199,31,4,35,"95",12.1
"30088",9,"5","4751","2000","460",9,56,4,92,19,4,170,176,177,33,5,35,"diesel",9.5
"30089",9,"5","4751","1998","460",9,56,4,87,19,4,170,176,200,33,5,35,"diesel",8.8
"30090",9,"5","4751","1960","410",9,56,4,80,19,4,170,176,177,33,6,36,"diesel",9.9
"30091",9,"5","4751","1955","460",9,56,4,92,19,4,170,176,200,33,6,36,"diesel",8
"30092",9,"5","4751","1995","347",46,53,6,9,18,4,171,176,286,33,5,35,"92",11.4
"30094",9,"5","4751","1905","315",46,53,6,86,18,2,171,176,199,33,4,35,"95",11.9
"30095",9,"5","4751","2050","315",46,53,6,86,18,2,171,176,199,33,6,36,"92",11.9
"30096",5,"5","4751","2173","460",45,54,4,9,17,4,167,9,200,31,5,35,"diesel",8.8
"30098",5,"5","4751","1919","315",44,53,6,9,16,2,9,9,199,31,4,35,"95",12.4
"30099",5,"4","4223","1945","460",45,54,4,9,17,4,167,9,200,31,5,35,"diesel",8.8
"30100",5,"4","4223","1945","410",45,54,4,9,17,4,167,9,200,31,6,36,"diesel",8.6
"30101",5,"4","4223","1828","347",41,53,6,9,16,4,167,9,284,31,5,35,"95",11.3
"30102",5,"5","4751","2173","460",45,54,4,9,17,4,167,9,200,31,5,35,"diesel",8.8
"30103",5,"5","4751","1995","347",44,53,6,9,16,4,167,9,286,31,5,35,"95",10.7
"30105",5,"4","4237","1794","353",41,53,6,9,16,4,9,9,290,32,8,35,"95",11.8
"30106",5,"4","4237","1801","353",41,53,6,9,16,4,9,9,290,32,6,36,"95",12.4
"30108",5,"5","4785","1905","353",41,53,6,9,16,4,9,9,290,32,8,35,"95",11.8
"30109",5,"5","4785","1912","353",41,53,6,9,16,4,9,9,290,32,6,36,"95",12.4
"30110",5,"5","3883","1605","224",41,54,4,9,16,4,9,9,147,32,4,35,"95",10.4
"30111",5,"5","3883","1605","224",41,54,4,9,16,4,9,9,147,32,5,36,"95",10.4
"30120",5,"5","3947","1725","319",41,54,6,9,16,2,9,9,193,32,5,36,"95",11.7
"30121",5,"4","3879","1460","190",41,54,4,9,16,2,9,9,121,32,5,36,"95",13.7
"30122",5,"4","3859","1555","290",41,54,6,9,16,2,9,9,184,32,3,35,"92",15
"30123",5,"4","3859","1555","290",41,54,6,9,16,2,9,9,184,32,5,36,"92",15
"30131",6,"4","3300","645","60,5",41,54,3,9,16,2,9,9,36,30,4,36,"95",5
"30132",6,"4","3300","665","83",41,54,4,9,16,2,9,9,53,30,4,36,"95",5.5
"30139",9,"5","4975","1460","163",46,56,4,77,18,4,9,9,114,29,5,36,"92",8
"30140",9,"5","4975","1460","188",46,56,4,9,18,4,9,9,125,33,5,36,"92",8
"30142",9,"5","4975","1670","172",46,56,4,89,19,2,171,176,84,33,5,36,"diesel",7.2
"30143",5,"5","4745","1750","163",42,54,4,9,16,2,9,9,114,29,5,36,"92",8.5
"30144",5,"5","4745","1750","195",42,54,4,9,16,2,9,9,125,29,5,36,"92",9
"30145",5,"5","4745","1750","195",42,54,4,9,16,2,9,9,125,32,5,36,"92",9
"30146",5,"5","4745","1830","210",44,54,4,9,17,2,9,9,92,29,5,36,"diesel",7
"30147",5,"5","4745","1930","210",42,54,4,9,17,2,167,9,92,32,5,36,"diesel",7
"30149",4,"5","4979","1824","298",41,53,6,9,16,4,9,9,203,30,5,35,"95",11.8
"30150",4,"5","5000","1710","353",41,53,6,9,16,4,9,9,268,30,5,35,"95",11.2
"30151",4,"5","4165","965","119",41,54,4,9,16,4,9,9,100,30,4,35,"92",7.6
"30152",4,"5","4165","930","119",41,54,4,9,16,4,9,9,100,30,5,36,"92",7.5
"30153",6,"5","3975","940","132",41,54,4,9,16,2,9,9,73,30,3,35,"92",8
"30155",6,"5","3975","915","132",41,54,4,9,16,2,9,9,73,30,5,36,"92",6.5
"30156",9,"5","3565","795","100",46,56,4,96,18,4,171,9,76,30,5,36,"92",8.9
"30157",6,"5","3880","905","132",41,54,4,9,16,2,9,9,73,30,3,35,"92",7.9
"30158",6,"5","3880","880","132",41,54,4,9,16,2,9,9,73,30,5,36,"92",6.5
"30159",4,"5","4165","980","132",41,54,4,9,16,2,9,9,73,30,3,35,"92",7.9
"30160",4,"5","4165","955","132",41,54,4,9,16,2,9,9,73,30,5,36,"92",6.5
"30161",4,"5","4165","1010","135",41,54,4,9,16,2,9,9,88,30,4,35,"92",7.3
"30162",4,"5","4165","975","135",41,54,4,9,16,2,9,9,88,30,5,36,"92",7.4
"30163",6,"5","3975","955","132",41,54,4,9,16,2,9,9,73,30,3,35,"92",7.9
"30164",6,"5","3975","930","132",41,54,4,9,16,2,9,9,73,30,5,36,"92",6.5
"30165",6,"5","3975","985","135",41,54,4,9,16,2,9,9,88,30,4,35,"92",7.3
"30166",6,"5","3975","950","135",41,54,4,9,16,2,9,9,88,30,5,36,"92",7.4
"30167",5,"7","4880","1927","362",41,53,6,9,16,4,9,9,280,29,5,35,"95",13.1
"30168",5,"7","4880","2023","362",41,53,6,9,16,4,9,9,280,32,5,35,"95",13.1
"30169",5,"7","4880","1998","438",41,53,8,9,16,4,9,9,342,29,6,35,"95",13.1
"30170",5,"7","4880","2096","438",41,53,8,9,16,4,9,9,342,32,6,35,"95",13.8
"30176",4,"5","4965","1505","230",41,54,4,9,16,4,9,9,180,30,6,35,"95",8.5
"30177",4,"5","4965","1550","255",41,53,6,9,16,4,9,9,200,30,6,35,"95",9.1
"30178",4,"5","4965","1575","245",41,53,6,9,21,4,9,9,165,30,6,35,"Gas",11.6
"30179",4,"5","4965","1575","338",42,53,6,9,16,4,9,9,290,30,6,35,"95",9.3
"30180",4,"5","4970","1535","250",44,54,4,9,16,4,9,9,201,30,6,35,"95",8.8
"30181",4,"5","4970","1590","310",44,53,6,9,16,4,9,9,270,30,6,35,"95",9.6
"30182",4,"5","4970","1625","280",41,53,6,9,21,4,9,9,235,30,6,35,"Gas",12.2
"30183",4,"5","4970","1635","346",44,53,6,9,16,4,9,9,294,30,6,35,"95",10
"30193",10,"5","4439","1295","152",41,54,4,9,16,4,9,9,109,30,4,35,"92",9.7
"30194",10,"5","4439","1264","152",41,54,4,9,16,4,9,9,109,30,5,36,"92",9
"30205",10,"5","4493","1347","141",42,54,4,9,16,4,9,9,103,30,5,36,"95",8.2
"30206",10,"5","4493","1410","162",42,54,4,9,16,4,9,9,125,30,4,35,"95",9.1
"30207",10,"5","4493","1387","162",42,54,4,9,16,4,9,9,125,30,5,36,"95",8.1
"30208",10,"5","4493","1419","162",41,54,4,9,16,4,9,9,137,30,4,35,"95",8.6
"30209",10,"5","4493","1486","245",45,54,4,9,17,4,167,9,111,30,4,35,"diesel",7.6
"30210",10,"5","4493","1474","245",45,54,4,9,17,4,167,9,111,30,5,36,"diesel",6.5
"30211",10,"5","4493","1400","162",41,54,4,9,16,4,9,9,137,30,5,36,"95",8.2
"30212",10,"5, 7","4545","1375","157",41,54,4,9,16,4,9,9,126,30,5,36,"95",7.2
"30213",10,"7","4545","1462","189",41,54,4,9,16,4,9,9,145,30,4,35,"95",8.4
"30214",10,"7","4545","1462","305",45,54,4,9,17,4,167,9,140,30,6,36,"diesel",6
"30215",10,"7","4545","1444","189",41,54,4,9,16,4,9,9,145,30,5,36,"95",8.1
"30222",10,"7","4545","1375","157",41,54,4,9,16,4,9,9,126,30,5,36,"95",7.2
"30223",10,"7","4545","1462","189",41,54,4,9,16,4,9,9,145,30,4,35,"95",8.4
"30224",10,"7","4545","1462","305",45,54,4,9,17,4,167,9,140,30,6,36,"diesel",6
"30225",10,"7","4545","1444","189",41,54,4,9,16,4,9,9,145,30,5,36,"95",8.1
"30226",10,"5","4525","1458","165",44,54,4,9,16,4,9,9,135,30,6,36,"95",6.8
"30227",10,"5, 7","4525","1483","165",44,54,4,9,16,4,9,9,135,30,6,36,"95",6.8
"30234",10,"7","4890","1785","222",41,53,6,9,16,4,9,9,162,30,4,35,"92",11.5
"30235",10,"7","4890","1761","222",41,53,6,9,16,4,9,9,162,30,5,36,"92",11.3
"30236",10,"7","4890","1890","338",45,54,4,9,17,4,167,9,125,30,4,35,"diesel",9.1
"30237",10,"7","4890","1880","338",45,54,4,9,17,4,167,9,125,30,5,36,"diesel",8.3
"30238",10,"7","4925","2013","224",41,53,6,9,16,4,9,9,148,30,4,35,"92",12.4
"30239",10,"7","4925","1988","224",41,53,6,9,16,4,9,9,148,30,5,36,"92",10.9
"30240",10,"7","4925","2088","310",45,54,4,9,17,4,167,9,142,30,4,35,"diesel",8.8
"30241",10,"7","4925","2078","310",45,54,4,9,17,4,167,9,142,30,5,36,"diesel",8.2
"30242",10,"7","4925","2088","310",45,54,4,9,17,4,167,9,142,30,4,35,"diesel",8.8
"30243",10,"7","4925","2078","310",45,54,4,9,17,4,167,9,142,30,5,36,"diesel",8.2
"30244",10,"7","5130","2132","343",45,54,4,9,17,4,167,9,182,30,5,35,"diesel",9.2
"30245",10,"7","5130","2107","343",41,53,6,9,16,4,9,9,250,30,5,35,"95",12.1
"30246",10,"7","4810","1971","246",41,53,6,9,16,4,9,9,186,30,4,35,"95",10.9
"30247",10,"7","4810","1949","246",41,53,6,9,16,4,9,9,186,30,5,36,"95",10.7
"30248",10,"7","4810","2114","343",45,54,4,9,17,4,167,9,182,30,5,35,"diesel",9
"30249",10,"7","4810","2093","343",45,54,4,9,17,4,167,9,182,30,5,36,"diesel",7.8
"30250",10,"7","5155","2092","440",45,54,4,9,17,4,167,9,200,30,6,35,"diesel",7.7
"30251",10,"7","5155","2048","336",44,53,6,9,16,4,9,9,280,30,6,35,"95",11.6
"30252",10,"7","4570","1340","188",41,54,4,9,16,4,9,9,137,30,4,35,"92",10.1
"30253",10,"7","4570","1340","168",41,54,4,9,21,2,9,9,90,30,4,35,"Gas",11.6
"30254",10,"7","4570","1340","162",41,54,4,9,21,2,9,9,86,30,5,36,"Gas",11.6
"30255",10,"7","4570","1340","168",41,54,4,9,21,2,9,9,90,30,5,36,"Gas",11.7
"30256",10,"7","4570","1340","188",41,54,4,9,16,4,9,9,137,30,5,36,"92",10
"30257",6,"5","4235","1188","137",41,54,4,9,16,4,9,9,109,30,5,36,"95",6.1
"30258",6,"5","4235","1216","154",41,54,4,9,16,4,9,9,122,30,4,35,"95",6.9
"30259",6,"5","4235","1216","154",41,54,4,9,16,4,9,9,126,30,4,35,"95",6.9
"30260",6,"5","4235","1299","255",45,54,4,9,17,4,167,9,115,30,4,35,"diesel",6
"30261",6,"5","4235","1292","255",45,54,4,9,17,4,167,9,115,30,5,36,"diesel",4.7
"30262",6,"5","4235","1292","235",45,54,4,9,17,4,167,9,90,30,5,36,"diesel",4.7
"30263",6,"5","4235","1188","154",41,54,4,9,16,4,9,9,122,30,5,36,"95",6.4
"30264",6,"5","4235","1188","154",41,54,4,9,16,4,9,9,126,30,5,36,"95",6.4
"30265",6,"5","4235","1274","186",41,54,4,9,16,4,9,9,143,30,4,35,"95",7.7
"30266",6,"5","4235","1383","305",45,54,4,9,17,4,167,9,140,30,6,36,"diesel",5.6
"30267",6,"5","4235","1266","186",41,54,4,9,16,4,9,9,143,30,5,36,"95",7.1
"30268",6,"5","4235","1182","137",41,54,4,9,16,4,9,9,109,30,5,36,"95",6.1
"30269",6,"5","4235","1210","154",41,54,4,9,16,4,9,9,122,30,4,35,"95",6.9
"30270",6,"5","4235","1210","154",41,54,4,9,16,4,9,9,126,30,4,35,"95",7
"30271",6,"5","4235","1290","255",45,54,4,9,17,4,167,9,115,30,4,35,"diesel",6
"30272",6,"5","4235","1283","255",45,54,4,9,17,4,167,9,115,30,5,36,"diesel",4.7
"30273",6,"5","4235","1283","235",45,54,4,9,17,4,167,9,90,30,5,36,"diesel",4.7
"30274",6,"5","4235","1182","154",41,54,4,9,16,4,9,9,122,30,5,36,"95",6.4
"30275",6,"5","4235","1182","154",41,54,4,9,16,4,9,9,126,30,5,36,"95",6.4
"30276",6,"5","4235","1275","186",41,54,4,9,16,4,9,9,143,30,4,35,"95",7.7
"30277",6,"5","4235","1365","304",45,54,4,9,17,4,167,9,140,30,6,36,"diesel",5.5
"30278",6,"5","4235","1262","186",41,54,4,9,16,4,9,9,143,30,5,36,"95",7.1
"30279",8,"5","4470","1242","137",41,54,4,9,16,4,9,9,109,30,5,36,"95",6.3
"30280",8,"5","4470","1259","154",41,54,4,9,16,4,9,9,122,30,4,35,"95",6.9
"30281",8,"5","4470","1259","154",41,54,4,9,16,4,9,9,126,30,4,35,"95",6.9
"30282",8,"5","4470","1351","255",45,54,4,9,17,4,167,9,115,30,4,35,"diesel",6.2
"30283",8,"5","4470","1344","255",45,54,4,9,17,4,167,9,115,30,5,36,"diesel",4.9
"30284",8,"5","4470","1344","235",45,54,4,9,17,4,167,9,90,30,5,36,"diesel",4.9
"30285",8,"5","4470","1242","154",41,54,4,9,16,4,9,9,122,30,5,36,"95",6.5
"30286",8,"5","4470","1242","154",41,54,4,9,16,4,9,9,126,30,5,36,"95",6.5
"30287",8,"5","4470","1334","186",41,54,4,9,16,4,9,9,143,30,4,35,"95",7.6
"30288",8,"5","4470","1438","305",45,54,4,9,17,4,167,9,140,30,6,36,"diesel",5.8
"30289",8,"5","4470","1322","186",41,54,4,9,16,4,9,9,143,30,5,36,"95",7.2
"30291",6,"5","4260","1188","137",41,54,4,9,16,4,9,9,90,30,5,36,"95",5.7
